date,asset,event_id,event_date,window_name,window_width_days,event_type,severity,weak_label,claim_boundary
2023-03-10,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-11,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-12,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-13,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-14,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-15,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-16,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-17,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-18,ETH,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-08,USDC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-09,USDC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-10,USDC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-11,USDC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-12,USDC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-13,USDC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-14,USDC,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-04,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-05,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-06,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-07,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-08,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-09,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-10,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-11,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-12,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-13,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-14,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-15,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-16,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-17,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-18,USDC,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-08,USDT,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-09,USDT,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-10,USDT,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-11,USDT,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-12,USDT,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-13,USDT,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-14,USDT,E003,2023-03-11,event_window_3d,3,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-04,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-05,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-06,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-07,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-08,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-09,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-10,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-11,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-12,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-13,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-14,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-15,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-16,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-17,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-03-18,USDT,E003,2023-03-11,event_window_7d,7,stablecoin_depeg,high,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-02,BNB,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-03,BNB,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-04,BNB,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-05,BNB,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-06,BNB,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-07,BNB,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-08,BNB,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-05-29,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-05-30,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-05-31,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-01,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-02,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-03,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-04,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-05,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-06,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-07,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-08,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-09,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-10,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-11,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-12,BNB,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-02,BTC,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-03,BTC,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-04,BTC,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-05,BTC,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-06,BTC,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-07,BTC,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-08,BTC,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-05-29,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-05-30,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-05-31,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-01,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-02,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-03,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-04,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-05,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-06,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-07,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-08,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-09,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-10,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-11,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-12,BTC,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-02,ETH,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-03,ETH,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-04,ETH,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-05,ETH,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-06,ETH,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-07,ETH,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-08,ETH,E004,2023-06-05,event_window_3d,3,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-05-29,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-05-30,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-05-31,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-01,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-02,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-03,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-04,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-05,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-06,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-07,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-08,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-09,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-10,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-11,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2023-06-12,ETH,E004,2023-06-05,event_window_7d,7,regulatory_action,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-12,BTC,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-13,BTC,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-14,BTC,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-15,BTC,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-16,BTC,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-17,BTC,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-18,BTC,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-08,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-09,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-10,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-11,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-12,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-13,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-14,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-15,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-16,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-17,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-18,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-19,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-20,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-21,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-22,BTC,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-12,ETH,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-13,ETH,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-14,ETH,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-15,ETH,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-16,ETH,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-17,ETH,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-18,ETH,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-08,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-09,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-10,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-11,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-12,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-13,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-14,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-15,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-16,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-17,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-18,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-19,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-20,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-21,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-22,ETH,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-12,SOL,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-13,SOL,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-14,SOL,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-15,SOL,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-16,SOL,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-17,SOL,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-18,SOL,E005,2024-03-15,event_window_3d,3,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-08,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-09,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-10,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-11,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-12,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-13,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-14,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-15,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-16,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-17,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-18,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-19,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-20,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-21,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
2024-03-22,SOL,E005,2024-03-15,event_window_7d,7,network_stress,medium,1,"This is an event-window weak label, not verified fraud ground truth."
